Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,evoDJI_0007_frame90,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame91,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame93,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame94,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame96,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame99,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame118,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame142,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame143,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame158,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame173,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame174,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame175,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame177,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame178,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame179,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame181,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame186,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame187,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame188,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame189,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame190,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame191,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame192,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame193,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame194,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame195,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame197,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame198,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame199,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame202,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame213,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame218,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame221,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame222,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame223,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame224,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame226,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame227,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame229,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame230,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame231,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame232,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame233,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame234,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame236,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame237,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame239,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame240,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame251,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame254,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame255,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame256,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame258,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame259,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame260,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame261,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame262,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame263,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame264,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame265,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame266,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame267,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame268,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame269,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame270,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame271,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame281,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame289,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame290,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame291,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame298,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame299,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame300,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame302,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame303,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame304,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame305,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame306,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame309,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame310,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame311,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame315,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame316,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame23,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame28,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame29,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame30,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame32,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame34,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame37,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame41,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame45,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame52,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame53,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame59,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame101,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame105,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame118,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame121,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame124,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame125,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame126,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame129,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame130,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame131,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame134,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame135,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame136,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame137,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame138,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame140,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame141,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame142,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame144,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame145,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame148,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame149,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame150,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame153,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame157,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame160,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame161,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame162,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame163,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame165,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame167,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame168,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0087_frame169,Near Duplicate,pHash < 5,Flagged,Temporal static scene
